filename,max_confidence,waste_objects_detected
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000214_heading280.70_pitch-0.88_right90_square_fov90.0_640x640.jpg,0.3571288585662842,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000241_heading102.09_pitch0.12_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000261_heading17.96_pitch1.76_right90_square_fov90.0_640x640.jpg,0.37047868967056274,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000329_heading44.57_pitch0.02_right90_square_fov90.0_640x640.jpg,0.3684374690055847,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000399_heading223.13_pitch2.49_right90_square_fov90.0_640x640.jpg,0.37412795424461365,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000461_heading223.09_pitch0.56_right90_square_fov90.0_640x640.jpg,0.3173963129520416,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000469_heading222.95_pitch-0.97_right90_square_fov90.0_640x640.jpg,0.2706198990345001,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000479_heading203.58_pitch1.12_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000606_heading276.41_pitch1.50_right90_square_fov90.0_640x640.jpg,0.31481239199638367,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000736_heading69.16_pitch-0.38_right90_square_fov90.0_640x640.jpg,0.2705869674682617,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000750_heading51.40_pitch-0.13_right90_square_fov90.0_640x640.jpg,0.32581207156181335,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000784_heading137.79_pitch-0.49_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000814_heading140.18_pitch-0.41_right90_square_fov90.0_640x640.jpg,0.3569127321243286,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000831_heading146.89_pitch-0.30_right90_square_fov90.0_640x640.jpg,0.389626145362854,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000881_heading143.80_pitch-1.98_right90_square_fov90.0_640x640.jpg,0.49583718180656433,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000887_heading117.29_pitch0.64_right90_square_fov90.0_640x640.jpg,0.36919811367988586,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000903_heading334.05_pitch-0.94_right90_square_fov90.0_640x640.jpg,0.33300894498825073,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0000_000943_heading148.87_pitch0.54_right90_square_fov90.0_640x640.jpg,0.2500953674316406,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0001_000061_heading222.34_pitch-0.08_right90_square_fov90.0_640x640.jpg,0.2629053592681885,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0001_000099_heading192.48_pitch-0.01_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0001_000127_heading281.28_pitch0.55_right90_square_fov90.0_640x640.jpg,0.44248464703559875,7
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0001_000203_heading116.17_pitch-0.24_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000013_heading10.46_pitch-0.27_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000107_heading92.03_pitch0.10_right90_square_fov90.0_640x640.jpg,0.4053502082824707,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000129_heading92.64_pitch0.20_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000219_heading186.86_pitch0.47_right90_square_fov90.0_640x640.jpg,0.42681342363357544,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000263_heading104.02_pitch0.36_right90_square_fov90.0_640x640.jpg,0.36389636993408203,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000383_heading273.59_pitch0.77_right90_square_fov90.0_640x640.jpg,0.42338305711746216,5
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000407_heading270.68_pitch-0.92_right90_square_fov90.0_640x640.jpg,0.34193772077560425,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000435_heading273.57_pitch0.00_right90_square_fov90.0_640x640.jpg,0.4696104824542999,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000451_heading272.95_pitch-2.84_right90_square_fov90.0_640x640.jpg,0.3306894898414612,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000481_heading271.96_pitch-1.88_right90_square_fov90.0_640x640.jpg,0.4267834424972534,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000497_heading272.20_pitch2.85_right90_square_fov90.0_640x640.jpg,0.346149742603302,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000533_heading273.13_pitch-0.38_right90_square_fov90.0_640x640.jpg,0.3219781816005707,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000594_heading227.48_pitch0.61_right90_square_fov90.0_640x640.jpg,0.352420836687088,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000614_heading227.82_pitch-0.52_right90_square_fov90.0_640x640.jpg,0.36897045373916626,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000620_heading227.20_pitch-0.11_right90_square_fov90.0_640x640.jpg,0.3841816782951355,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000640_heading226.92_pitch0.19_right90_square_fov90.0_640x640.jpg,0.3579730689525604,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000672_heading192.64_pitch0.55_right90_square_fov90.0_640x640.jpg,0.4844200015068054,8
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000688_heading191.85_pitch-0.70_right90_square_fov90.0_640x640.jpg,0.299345463514328,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0002_000700_heading192.74_pitch-1.24_right90_square_fov90.0_640x640.jpg,0.3068043291568756,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000032_heading93.05_pitch-0.64_right90_square_fov90.0_640x640.jpg,0.2862737774848938,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000080_heading93.88_pitch0.16_right90_square_fov90.0_640x640.jpg,0.3273199498653412,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000129_heading93.84_pitch-0.90_right90_square_fov90.0_640x640.jpg,0.2738626301288605,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000151_heading92.70_pitch0.04_right90_square_fov90.0_640x640.jpg,0.2767399847507477,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000161_heading92.98_pitch0.08_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000194_heading272.52_pitch0.15_right90_square_fov90.0_640x640.jpg,0.341640830039978,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000202_heading272.97_pitch0.30_right90_square_fov90.0_640x640.jpg,0.29263949394226074,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000228_heading273.59_pitch-0.22_right90_square_fov90.0_640x640.jpg,0.4078591763973236,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000286_heading273.05_pitch-0.84_right90_square_fov90.0_640x640.jpg,0.320745050907135,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000310_heading273.46_pitch-2.90_right90_square_fov90.0_640x640.jpg,0.3237771689891815,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000322_heading274.28_pitch-0.17_right90_square_fov90.0_640x640.jpg,0.38075682520866394,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000434_heading62.41_pitch0.95_right90_square_fov90.0_640x640.jpg,0.2850388288497925,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000450_heading92.96_pitch-0.52_right90_square_fov90.0_640x640.jpg,0.29124099016189575,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000482_heading92.33_pitch-0.08_right90_square_fov90.0_640x640.jpg,0.3783922493457794,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000488_heading92.99_pitch-3.51_right90_square_fov90.0_640x640.jpg,0.4558732211589813,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000542_heading92.77_pitch0.01_right90_square_fov90.0_640x640.jpg,0.2595466077327728,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000561_heading92.43_pitch-0.27_right90_square_fov90.0_640x640.jpg,0.2737549841403961,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000563_heading92.39_pitch-0.54_right90_square_fov90.0_640x640.jpg,0.3032248318195343,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000581_heading92.15_pitch0.14_right90_square_fov90.0_640x640.jpg,0.2652036249637604,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000585_heading92.02_pitch0.56_right90_square_fov90.0_640x640.jpg,0.2907481789588928,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000587_heading92.33_pitch0.87_right90_square_fov90.0_640x640.jpg,0.2879265546798706,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000599_heading92.71_pitch-1.65_right90_square_fov90.0_640x640.jpg,0.2771148383617401,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000605_heading116.63_pitch-0.89_right90_square_fov90.0_640x640.jpg,0.3549664318561554,10
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000607_heading173.00_pitch1.05_right90_square_fov90.0_640x640.jpg,0.42198416590690613,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000613_heading182.17_pitch0.10_right90_square_fov90.0_640x640.jpg,0.3201163709163666,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000628_heading182.08_pitch0.55_right90_square_fov90.0_640x640.jpg,0.39768192172050476,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000630_heading185.58_pitch2.05_right90_square_fov90.0_640x640.jpg,0.3589203655719757,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000638_heading220.48_pitch0.76_right90_square_fov90.0_640x640.jpg,0.37070325016975403,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000654_heading191.97_pitch-1.83_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000656_heading211.96_pitch0.07_right90_square_fov90.0_640x640.jpg,0.5291562080383301,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000738_heading273.17_pitch0.29_right90_square_fov90.0_640x640.jpg,0.28288307785987854,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000766_heading274.32_pitch1.22_right90_square_fov90.0_640x640.jpg,0.2537204325199127,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000770_heading272.38_pitch0.05_right90_square_fov90.0_640x640.jpg,0.33280056715011597,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000780_heading275.21_pitch-0.67_right90_square_fov90.0_640x640.jpg,0.3349658250808716,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000855_heading323.36_pitch1.84_right90_square_fov90.0_640x640.jpg,0.41168272495269775,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000865_heading328.35_pitch-0.34_right90_square_fov90.0_640x640.jpg,0.332457572221756,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000867_heading327.71_pitch-0.46_right90_square_fov90.0_640x640.jpg,0.4481569528579712,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000022\pano_0003_000893_heading327.46_pitch0.53_right90_square_fov90.0_640x640.jpg,0.2792420983314514,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000068_heading73.82_pitch2.74_right90_square_fov90.0_640x640.jpg,0.2667076885700226,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000090_heading72.44_pitch-1.44_right90_square_fov90.0_640x640.jpg,0.25798407196998596,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000108_heading342.59_pitch0.22_right90_square_fov90.0_640x640.jpg,0.3620712161064148,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000146_heading345.34_pitch0.49_right90_square_fov90.0_640x640.jpg,0.3876820206642151,5
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000152_heading344.52_pitch0.09_right90_square_fov90.0_640x640.jpg,0.4529334306716919,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000194_heading162.20_pitch-0.27_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000244_heading163.10_pitch0.07_right90_square_fov90.0_640x640.jpg,0.26389262080192566,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000254_heading163.53_pitch2.17_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000272_heading74.62_pitch4.79_right90_square_fov90.0_640x640.jpg,0.2876894474029541,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0000_000308_heading73.02_pitch6.26_right90_square_fov90.0_640x640.jpg,0.38271158933639526,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0001_000063_heading341.04_pitch-0.08_right90_square_fov90.0_640x640.jpg,0.3779503405094147,5
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0001_000091_heading22.75_pitch-0.47_right90_square_fov90.0_640x640.jpg,0.5321900844573975,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0001_000221_heading335.21_pitch-0.20_right90_square_fov90.0_640x640.jpg,0.3448505401611328,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0001_000227_heading331.18_pitch-1.13_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000052_heading298.59_pitch-3.37_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000106_heading339.47_pitch-0.36_right90_square_fov90.0_640x640.jpg,0.29761409759521484,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000110_heading339.25_pitch-0.22_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000144_heading336.76_pitch0.08_right90_square_fov90.0_640x640.jpg,0.25998157262802124,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000146_heading335.84_pitch0.16_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000148_heading330.22_pitch-0.20_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000150_heading309.26_pitch-0.42_right90_square_fov90.0_640x640.jpg,0.410467267036438,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000210_heading156.67_pitch-0.29_right90_square_fov90.0_640x640.jpg,0.6172187924385071,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000212_heading156.76_pitch-0.05_right90_square_fov90.0_640x640.jpg,0.26974642276763916,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000260_heading272.56_pitch-2.52_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000270_heading136.74_pitch4.19_right90_square_fov90.0_640x640.jpg,0.317812442779541,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000310_heading92.09_pitch-3.05_right90_square_fov90.0_640x640.jpg,0.2901836633682251,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000312_heading94.91_pitch-3.61_right90_square_fov90.0_640x640.jpg,0.346628338098526,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000392_heading276.10_pitch0.37_right90_square_fov90.0_640x640.jpg,0.44344305992126465,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000408_heading276.61_pitch0.04_right90_square_fov90.0_640x640.jpg,0.5088211894035339,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000430_heading6.11_pitch-1.71_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000484_heading3.30_pitch-0.15_right90_square_fov90.0_640x640.jpg,0.285299152135849,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000571_heading182.54_pitch-0.09_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0002_000581_heading183.66_pitch-0.76_right90_square_fov90.0_640x640.jpg,0.3493518829345703,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0003_000012_heading187.35_pitch0.60_right90_square_fov90.0_640x640.jpg,0.3022056519985199,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000039_heading101.84_pitch-1.06_right90_square_fov90.0_640x640.jpg,0.2554596960544586,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000047_heading111.51_pitch-1.80_right90_square_fov90.0_640x640.jpg,0.33398547768592834,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000083_heading123.62_pitch-1.10_right90_square_fov90.0_640x640.jpg,0.4667169451713562,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000199_heading300.08_pitch1.56_right90_square_fov90.0_640x640.jpg,0.3995400071144104,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000247_heading303.78_pitch1.88_right90_square_fov90.0_640x640.jpg,0.361427903175354,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000294_heading26.38_pitch-0.03_right90_square_fov90.0_640x640.jpg,0.279448002576828,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000306_heading31.87_pitch-2.38_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000316_heading27.14_pitch-0.50_right90_square_fov90.0_640x640.jpg,0.4354930520057678,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000373_heading115.96_pitch0.18_right90_square_fov90.0_640x640.jpg,0.3070399761199951,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000476_heading298.91_pitch0.04_right90_square_fov90.0_640x640.jpg,0.34562742710113525,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000569_heading273.49_pitch-1.03_right90_square_fov90.0_640x640.jpg,0.3763538897037506,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000611_heading118.94_pitch-0.21_right90_square_fov90.0_640x640.jpg,0.3083306849002838,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0004_000680_heading117.92_pitch0.11_right90_square_fov90.0_640x640.jpg,0.36955562233924866,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000024_heading119.57_pitch-1.04_right90_square_fov90.0_640x640.jpg,0.3217548131942749,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000034_heading13.32_pitch0.12_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000090_heading212.30_pitch2.64_right90_square_fov90.0_640x640.jpg,0.32130879163742065,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000213_heading125.29_pitch-0.21_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000267_heading298.41_pitch-0.31_right90_square_fov90.0_640x640.jpg,0.36090704798698425,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000279_heading301.15_pitch-0.18_right90_square_fov90.0_640x640.jpg,0.4051550328731537,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000281_heading300.05_pitch0.10_right90_square_fov90.0_640x640.jpg,0.5383309721946716,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000289_heading299.62_pitch0.31_right90_square_fov90.0_640x640.jpg,0.4325259029865265,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000305_heading299.02_pitch-2.63_right90_square_fov90.0_640x640.jpg,0.46927815675735474,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000368_heading298.78_pitch1.00_right90_square_fov90.0_640x640.jpg,0.3168448805809021,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000515_heading276.06_pitch0.23_right90_square_fov90.0_640x640.jpg,0.2698485553264618,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000535_heading276.52_pitch0.81_right90_square_fov90.0_640x640.jpg,0.3133047819137573,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000543_heading278.30_pitch-0.24_right90_square_fov90.0_640x640.jpg,0.38018593192100525,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000691_heading81.26_pitch0.15_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000703_heading91.10_pitch-0.40_right90_square_fov90.0_640x640.jpg,0.27287521958351135,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000731_heading92.06_pitch-0.04_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000743_heading103.56_pitch0.27_right90_square_fov90.0_640x640.jpg,0.2774931788444519,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000771_heading117.31_pitch-0.01_right90_square_fov90.0_640x640.jpg,0.3183555603027344,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000889_heading316.04_pitch-0.38_right90_square_fov90.0_640x640.jpg,0.3080046474933624,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_000941_heading308.09_pitch-0.11_right90_square_fov90.0_640x640.jpg,0.4353429675102234,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_001005_heading158.09_pitch-0.21_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0005_001017_heading251.54_pitch0.62_right90_square_fov90.0_640x640.jpg,0.33852463960647583,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000115_heading160.43_pitch-0.04_right90_square_fov90.0_640x640.jpg,0.26020824909210205,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000153_heading234.42_pitch-0.50_right90_square_fov90.0_640x640.jpg,0.3062427043914795,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000181_heading174.36_pitch-0.12_right90_square_fov90.0_640x640.jpg,0.41022470593452454,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000211_heading231.29_pitch-0.00_right90_square_fov90.0_640x640.jpg,0.3213619589805603,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000237_heading254.77_pitch-0.91_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000261_heading76.14_pitch-0.27_right90_square_fov90.0_640x640.jpg,0.33553826808929443,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000297_heading145.17_pitch-0.30_right90_square_fov90.0_640x640.jpg,0.25834766030311584,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000329_heading197.03_pitch-0.50_right90_square_fov90.0_640x640.jpg,0.3179413378238678,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000473_heading83.80_pitch0.09_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000489_heading176.48_pitch1.12_right90_square_fov90.0_640x640.jpg,0.4099542200565338,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0006_000764_heading191.95_pitch-0.39_right90_square_fov90.0_640x640.jpg,0.30037251114845276,3
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0007_000048_heading271.38_pitch-0.25_right90_square_fov90.0_640x640.jpg,0.2673603296279907,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0008_000062_heading260.22_pitch0.33_right90_square_fov90.0_640x640.jpg,0.3393086791038513,2
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0008_000068_heading275.82_pitch1.33_right90_square_fov90.0_640x640.jpg,0.4577045142650604,4
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0008_000100_heading261.28_pitch0.14_right90_square_fov90.0_640x640.jpg,0.29068082571029663,1
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0008_000140_heading340.21_pitch-0.26_right90_square_fov90.0_640x640.jpg,0.0,0
data/UrbanWaste-images-10k-right\year_2016\TMX7316060226-000030\pano_0008_000184_heading64.26_pitch-1.60_right90_square_fov90.0_640x640.jpg,0.3768698275089264,1
